symbol,iters,converged,median_abs_llr
0,14,True,2.9696239247597527
1,14,True,2.8283554170806093
2,20,True,2.8056101746737943
3,16,True,2.8616697086976517
4,18,True,2.9550653825885886
5,25,True,3.1988158634031563
6,34,True,3.2561358823982314
7,29,True,3.0998240461351214
8,200,False,3.016213187161073
9,200,False,2.997607830595398
10,200,False,2.9284377492465867
11,44,True,2.8871815084770205
12,57,True,3.045796444041577
13,200,False,3.3792932133894276
14,150,True,3.27922690887178
15,55,True,3.1343176938277617
16,21,True,2.980610355347281
17,29,True,2.7506774723406084
18,200,False,2.8167794221272806
19,200,False,3.055822671825018
20,200,False,3.247451674707764
21,200,False,3.29119327389025
22,200,False,3.1455862409437163
23,29,True,2.9879502757136738
24,200,False,2.892741810409527
25,200,False,2.9377117184616544
26,52,True,2.965578350685381
27,200,False,3.2233092903648473
28,200,False,3.4038021791566946
29,200,False,3.335015203985825
30,67,True,3.0608450715147404
31,200,False,2.960272956160204
32,200,False,2.9819333093163376
33,200,False,2.8899032016114674
34,200,False,3.1078275407775235
35,200,False,3.2229998825347312
36,200,False,3.415067961183222
37,200,False,3.2984713355440323
38,200,False,3.0460856086942316
39,200,False,2.932439673095308
40,200,False,2.908218356919286
41,29,True,2.9440996019529795
42,200,False,3.2175517958129043
43,200,False,3.425863260919337
44,200,False,3.377078824852042
45,200,False,3.262430194262822
46,200,False,3.1033187921236474
47,200,False,3.041565164203475
48,200,False,3.0898905613761394
49,200,False,3.210959485205482
50,200,False,3.3458834809201754
51,200,False,3.628933992401513
52,200,False,3.3679161299261797
53,200,False,3.1146401917646136
54,200,False,2.9977792093628155
55,200,False,3.0306248326594174
56,200,False,3.1194429083531663
57,200,False,3.2788114560041617
58,200,False,3.507275297487698
59,200,False,3.4517065014387667
60,200,False,3.3043011859004627
61,200,False,3.089805118916875
62,200,False,3.092152410605726
63,200,False,3.0535215228525914
64,200,False,3.190991967998822
65,200,False,3.3572296050564088
66,200,False,3.577450414528214
67,200,False,3.4055252890335033
68,200,False,3.179033811734822
69,200,False,3.070135144023431
70,200,False,3.031857188651626
71,200,False,3.167039486674786
72,200,False,3.3295780923135747
73,200,False,3.578033059250923
74,200,False,3.5398543215605747
75,200,False,3.3288750720108498
76,200,False,3.1400763044415667
77,200,False,3.016804740274419
78,200,False,3.11763558043289
79,200,False,3.1686033558801174
80,200,False,3.2323666240534297
81,200,False,3.4961140215234616
82,200,False,3.3726924056744156
83,200,False,3.126759513037225
84,200,False,2.986605306751957
85,200,False,2.9374118276738654
86,200,False,3.0479516186155697
87,200,False,3.216427883257313
88,52,True,3.3178433959543323
89,24,True,3.407012130960104
90,94,True,3.097911944235687
91,134,True,3.000604181096155
92,23,True,3.068963731364227
93,128,True,3.0931324650641203
94,26,True,3.2243537587233364
95,17,True,3.354425165941764
96,23,True,3.5852492083661853
97,15,True,3.398192438642254
98,15,True,3.253287499385408
99,17,True,3.0959096940060524
100,21,True,3.046524054936345
101,30,True,3.1630257143829548
102,31,True,3.24388124923275
103,200,False,3.509010639478472
104,200,False,3.6132851412528835
105,26,True,3.3476263358448923
106,29,True,3.1109302237298113
107,43,True,2.9792195565791717
108,25,True,3.0436000785372412
109,26,True,3.152619054100611
110,22,True,3.333881017773611
111,27,True,3.5646677197354286
112,19,True,3.4068854084849907
113,18,True,3.195009842660177
114,19,True,2.9971870745398035
115,16,True,3.007912407112669
116,21,True,3.0951383277823012
117,16,True,3.2191392948350606
118,19,True,3.3997274347715907
119,19,True,3.3892279032670394
120,18,True,3.197370528386354
121,18,True,3.030212282602559
122,14,True,2.928851154702475
123,15,True,2.9436624754262413
124,14,True,3.1103790142145598
125,15,True,3.2587562351033825
126,15,True,3.2982847641742996
127,14,True,3.324826007591554
128,19,True,3.0809894770950996
129,13,True,2.960170285456928
130,13,True,2.9349665004892733
131,13,True,2.964185051780726
132,19,True,3.1504762459592777
133,15,True,3.26678771295362
134,200,False,3.5594205622802324
135,200,False,3.2806640512211547
136,19,True,2.941544778532608
137,16,True,2.891424014327619
138,15,True,2.873097145668872
139,10,True,3.0141978863409395
140,8,True,3.146334746820398
